194	0	1
202	0	1
218	0	1
238	0	1
240	0	1
250	0	1
268	0	1
272	0	1
276	0	1
288	0	1
308	0	1
312	0	1
320	1	0
344	1	0
352	1	0
358	1	0
362	1	0
382	0	1
386	1	0
404	1	0
420	1	0
426	1	0
436	0	1
442	0	1
446	0	1
458	0	1
464	0	1
478	0	1
502	0	1
508	0	1
512	0	1
518	0	1
538	0	1
546	0	1
566	0	1
568	0	1
570	0	1
578	0	1
588	1	0
594	1	0
596	1	0
598	1	0
600	1	0
602	1	0
612	1	0
614	1	0
618	1	0
620	1	0
630	1	0
638	0	1
642	0	1
644	0	1
646	0	1
652	0	1
656	1	0
658	1	0
660	1	0
662	1	0
668	1	0
676	1	0
678	1	0
686	1	0
690	1	0
696	1	0
704	1	0
714	0	1
716	0	1
718	0	1
724	0	1
728	0	1
732	0	1
734	0	1
740	0	1
742	0	1
744	0	1
758	0	1
762	1	0
772	1	0
780	1	0
792	1	0
794	1	0
796	1	0
806	1	0
808	1	0
814	1	0
818	1	0
822	1	0
826	1	0
830	1	0
832	1	0
834	1	0
838	1	0
840	1	0
844	1	0
850	1	0
854	1	0
856	1	0
858	1	0
862	1	0
866	1	0
872	1	0
874	1	0
876	1	0
880	1	0
882	1	0
886	1	0
890	1	0
902	0	1
891	1	0
901	0	1
903	0	1
907	0	1
909	0	1
911	0	1
913	0	1
915	0	1
917	0	1
919	0	1
921	0	1
923	0	1
927	0	1
931	1	0
947	1	0
981	1	0
985	1	0
993	1	0
1027	1	0
1045	1	0
1047	1	0
1051	1	0
1059	0	1
1063	0	1
1065	0	1
1067	0	1
1075	0	1
1077	0	1
1089	1	0
1091	1	0
1093	1	0
1103	1	0
1107	1	0
1111	1	0
1125	1	0
1137	1	0
1145	1	0
1147	1	0
1149	0	1
1151	0	1
1153	1	0
1155	1	0
1157	1	0
1161	1	0
1165	1	0
1167	1	0
1171	1	0
1173	1	0
1175	1	0
1177	1	0
1189	1	0
1193	1	0
1203	1	0
1209	1	0
1233	1	0
1237	1	0
1241	1	0
1251	1	0
1255	1	0
1271	1	0
1273	1	0
1291	1	0
1323	1	0
1341	1	0
1343	1	0
1345	1	0
1347	1	0
1349	1	0
1351	1	0
1353	1	0
1355	1	0
1357	1	0
1361	1	0
1373	0	1
1375	0	1
1379	0	1
1383	0	1
1393	0	1
1401	1	0
1405	1	0
1407	1	0
1415	1	0
1429	1	0
1439	1	0
1447	1	0
1451	1	0
1453	0	1
1459	0	1
1483	0	1
1491	0	1
1493	0	1
1497	0	1
1499	0	1
1509	1	0
1515	1	0
1525	0	1
1527	0	1
1529	0	1
1535	0	1
1545	0	1
1553	1	0
1557	1	0
1563	1	0
1573	1	0
1579	1	0
1583	1	0
1585	1	0
1587	1	0
1589	1	0
1593	1	0
1595	1	0
1597	1	0
1599	1	0
1623	1	0
1625	1	0
1629	1	0
1635	1	0
1637	1	0
1643	1	0
1647	1	0
1651	1	0
1655	1	0
1659	1	0
1663	1	0
1671	0	1
1673	0	1
1677	0	1
1683	0	1
1687	0	1
1693	0	1
1697	0	1
1699	0	1
1703	0	1
1721	0	1
1727	0	1
1731	0	1
1737	0	1
1741	0	1
1745	0	1
1747	0	1
1755	0	1
1761	0	1
1765	0	1
1767	0	1
1777	0	1
1781	0	1
1785	0	1
1789	0	1
1793	0	1
1795	0	1
1797	0	1
1811	0	1
1813	0	1
1817	0	1
1821	0	1
1833	0	1
1847	0	1
1857	0	1
1873	0	1
1877	1	0
1885	1	0
1893	1	0
1913	1	0
1917	1	0
1935	0	1
1949	0	1
1951	0	1
1979	1	0
1987	1	0
1989	1	0
1991	1	0
1993	1	0
1995	1	0
1997	1	0
1999	1	0
2003	1	0
2007	0	1
2009	0	1
2013	0	1
2021	0	1
2023	0	1
2025	0	1
2035	0	1
2037	0	1
2043	1	0
2047	1	0
2051	1	0
2065	1	0
2069	1	0
2075	1	0
2083	1	0
2089	1	0
2093	1	0
2097	0	1
2101	1	0
2103	1	0
2105	1	0
2117	1	0
2121	1	0
2131	1	0
2133	1	0
2143	1	0
2189	1	0
2195	1	0
2199	1	0
2225	1	0
2229	1	0
2231	1	0
2241	1	0
2243	1	0
2247	1	0
2253	1	0
2255	1	0
2257	1	0
2263	1	0
2267	1	0
2277	1	0
2291	1	0
2295	1	0
2297	1	0
2299	0	1
2311	0	1
2317	0	1
2319	0	1
2323	1	0
2337	1	0
2341	1	0
2353	1	0
2361	1	0
2389	1	0
2391	1	0
2397	0	1
2411	0	1
2413	0	1
2415	0	1
2445	0	1
2451	0	1
2455	0	1
2465	0	1
2467	1	0
2477	1	0
2483	1	0
2487	1	0
2489	1	0
2501	1	0
2507	1	0
2509	1	0
2513	1	0
2517	1	0
2521	1	0
2523	0	1
2527	0	1
2553	0	1
2555	0	1
2577	0	1
2581	1	0
2583	1	0
2601	1	0
2613	1	0
2619	1	0
2643	1	0
2645	1	0
2651	0	1
2661	0	1
2663	0	1
2669	0	1
2671	0	1
2673	0	1
2683	0	1
2685	0	1
2693	0	1
2703	0	1
2705	0	1
2707	0	1
2711	0	1
2717	0	1
2737	0	1
2745	1	0
2753	1	0
2755	1	0
2761	1	0
2769	1	0
2771	1	0
2773	1	0
2781	1	0
2785	1	0
2791	1	0
2813	1	0
2823	1	0
2827	1	0
2833	1	0
2841	0	1
2845	0	1
2849	0	1
2857	0	1
2867	0	1
2869	0	1
2871	0	1
2897	0	1
2905	0	1
2909	0	1
2911	0	1
2915	0	1
2929	0	1
2939	0	1
2941	0	1
2953	0	1
2965	0	1
2973	0	1
3015	0	1
3019	0	1
3023	0	1
3031	0	1
3033	0	1
3039	0	1
3041	0	1
3057	0	1
3065	0	1
3069	0	1
3073	0	1
3075	0	1
3095	0	1
3103	0	1
3113	0	1
3127	0	1
3135	0	1
3149	0	1
3181	0	1
3183	0	1
3195	1	0
3199	1	0
3209	1	0
3213	1	0
3221	1	0
3223	1	0
3227	1	0
3231	1	0
3249	1	0
3259	0	1
3261	0	1
3263	0	1
3269	0	1
3273	0	1
3283	0	1
3285	0	1
3295	1	0
3305	1	0
3309	1	0
3313	1	0
3315	1	0
3317	1	0
3319	1	0
3335	1	0
3345	1	0
3349	0	1
3351	0	1
3359	0	1
3361	1	0
3367	1	0
3379	1	0
3385	1	0
3387	1	0
3395	1	0
3397	1	0
3401	1	0
3403	1	0
3407	1	0
3411	1	0
3417	1	0
3419	1	0
3421	1	0
3425	1	0
3439	0	1
3441	0	1
3445	0	1
3471	0	1
3473	0	1
3479	0	1
3483	0	1
3497	0	1
3499	0	1
3501	0	1
3507	0	1
3509	0	1
3513	0	1
3519	0	1
3531	0	1
3535	0	1
3537	0	1
3539	0	1
3543	0	1
3549	1	0
3567	1	0
3579	1	0
3589	1	0
3595	1	0
3599	1	0
3601	1	0
3609	1	0
3613	1	0
3621	1	0
3623	1	0
3625	1	0
3627	1	0
3637	1	0
3665	1	0
3667	1	0
3679	0	1
3683	0	1
3689	0	1
3699	0	1
3705	1	0
3707	1	0
3711	1	0
3715	1	0
3731	1	0
3737	1	0
3743	1	0
3753	1	0
3757	1	0
3765	1	0
3767	1	0
3769	1	0
3775	1	0
3777	1	0
3779	1	0
3787	1	0
3789	1	0
3791	1	0
3807	1	0
3819	1	0
3833	1	0
3845	1	0
3851	1	0
3857	1	0
3861	1	0
3865	1	0
3869	1	0
3911	1	0
3921	1	0
3941	1	0
3943	1	0
3959	1	0
3963	1	0
3967	1	0
3975	1	0
3979	0	1
3981	0	1
3985	0	1
3991	0	1
3993	0	1
3999	0	1
4001	0	1
4005	0	1
4007	0	1
4021	0	1
4027	0	1
4035	0	1
4039	0	1
4043	0	1
4057	0	1
4069	0	1
4079	1	0
4089	1	0
4093	1	0
4097	1	0
4099	1	0
4101	1	0
4105	1	0
4111	1	0
4113	1	0
4123	1	0
4129	1	0
4135	0	1
4139	1	0
4153	1	0
4177	0	1
4191	0	1
4195	0	1
4213	1	0
4221	1	0
4223	1	0
4227	1	0
4243	1	0
4245	1	0
4247	1	0
4263	1	0
4265	1	0
4269	1	0
4271	1	0
4273	1	0
4275	1	0
4277	1	0
4283	1	0
4293	1	0
4295	1	0
4299	1	0
4303	1	0
4305	1	0
4309	1	0
4311	1	0
4313	1	0
4315	1	0
4343	1	0
4347	0	1
4357	1	0
4365	1	0
4379	0	1
4391	1	0
4395	1	0
4399	1	0
4401	1	0
4403	1	0
4411	1	0
4423	1	0
4425	1	0
4427	1	0
4435	1	0
4443	1	0
4455	1	0
4457	1	0
4461	1	0
4467	1	0
4469	1	0
4483	1	0
4504	0	1
4508	0	1
4512	0	1
4514	0	1
4526	0	1
4530	0	1
4532	0	1
4544	0	1
4546	1	0
4556	1	0
4560	1	0
4562	1	0
4564	1	0
4568	1	0
4580	1	0
4590	1	0
4598	1	0
4604	1	0
4606	1	0
4630	1	0
4660	0	1
4664	0	1
4666	0	1
4674	0	1
4682	0	1
4686	0	1
4700	1	0
4708	1	0
4714	1	0
4818	0	1
4844	1	0
4870	1	0
4874	1	0
4878	1	0
4882	1	0
4900	0	1
4906	0	1
4916	0	1
4930	1	0
4936	1	0
4938	1	0
4952	1	0
4966	0	1
4968	0	1
4970	0	1
4974	1	0
4982	1	0
4990	1	0
5004	0	1
5008	0	1
5014	0	1
5034	0	1
5038	0	1
5044	0	1
5064	0	1
5068	0	1
5074	0	1
5086	1	0
5088	1	0
5092	1	0
5100	1	0
5118	0	1
5124	0	1
5126	0	1
5138	0	1
5150	0	1
5154	0	1
5156	0	1
5162	0	1
5168	0	1
5178	1	0
5208	1	0
5218	0	1
5222	0	1
5238	0	1
5242	1	0
5254	1	0
5258	1	0
5264	1	0
5268	1	0
5272	1	0
5278	1	0
5288	1	0
5292	1	0
5298	1	0
5308	0	1
5318	1	0
5383	1	0
5415	1	0
5417	1	0
5431	1	0
5447	1	0
5463	0	1
5475	1	0
5479	1	0
5483	1	0
5485	1	0
5487	1	0
5509	1	0
5515	1	0
5539	0	1
5541	0	1
5545	0	1
5561	0	1
5565	0	1
5571	0	1
5575	0	1
5591	0	1
5627	0	1
5631	0	1
5685	0	1
5687	0	1
5779	1	0
5787	1	0
5791	1	0
5801	1	0
5805	1	0
5811	1	0
5823	1	0
5835	1	0
5843	1	0
5847	1	0
5851	1	0
5853	1	0
5899	1	0
5909	1	0
5911	1	0
5919	1	0
5923	1	0
5925	1	0
5927	1	0
5929	1	0
5931	1	0
5935	1	0
5937	1	0
5939	1	0
5941	1	0
5945	1	0
5951	1	0
5961	1	0
5963	1	0
5967	1	0
5975	1	0
5981	1	0
5985	1	0
5999	1	0
6003	1	0
6005	1	0
6013	1	0
6015	1	0
6019	1	0
6027	1	0
6031	1	0
6037	1	0
6047	1	0
6073	1	0
6089	0	1
6107	0	1
6125	0	1
6135	0	1
6139	0	1
6149	0	1
6151	0	1
6155	0	1
6175	0	1
6183	0	1
6185	0	1
6187	0	1
6191	0	1
6195	0	1
6207	0	1
6209	0	1
6211	0	1
6213	0	1
6215	0	1
6219	0	1
6223	0	1
6227	0	1
6231	0	1
6233	0	1
6245	0	1
6251	0	1
6277	0	1
6279	0	1
6281	0	1
6285	0	1
6289	0	1
6291	0	1
6299	0	1
6301	0	1
6303	0	1
6305	0	1
6309	0	1
6315	0	1
6317	0	1
6321	0	1
6323	0	1
6327	0	1
6353	1	0
6359	1	0
6375	1	0
6379	1	0
6391	1	0
6393	1	0
6395	1	0
6401	1	0
6429	0	1
6433	0	1
6428	0	1
6434	0	1
6442	0	1
6462	0	1
6468	0	1
6474	0	1
6476	0	1
6482	0	1
6504	0	1
6518	1	0
6534	1	0
6538	1	0
6542	1	0
6544	1	0
6550	1	0
6556	1	0
6562	1	0
6566	1	0
6568	1	0
6572	1	0
6576	1	0
6600	1	0
6630	0	1
6632	0	1
6652	0	1
6658	0	1
6676	1	0
6684	1	0
6696	1	0
6708	1	0
6716	1	0
6720	1	0
6732	1	0
6740	1	0
6746	0	1
6756	0	1
6760	0	1
6766	0	1
6778	0	1
6788	0	1
6802	0	1
6804	0	1
6806	0	1
6812	0	1
6840	0	1
6916	1	0
6950	1	0
6958	0	1
6962	0	1
6964	0	1
6968	0	1
6974	0	1
6986	0	1
6988	0	1
6992	0	1
7000	0	1
7004	0	1
